id,Gender,age_group,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay
101725,F,20~29,Loyal,P,Business,1216,3,0
112551,F,40~49,Loyal,B,Business,967,44,20
101616,F,40~49,Loyal,B,Eco,1139,9,0
106874,F,20~29,disloyal,B,Business,577,0,0
87969,M,20~29,disloyal,B,Eco,594,0,0
124823,M,20~29,Loyal,B,Business,1561,0,0
114911,M,30~39,Loyal,B,Business,1610,20,18
101182,M,60+,Loyal,P,Eco,1090,13,0
27165,M,50~59,Loyal,B,Business,2640,3,0
73018,F,20~29,Loyal,P,Eco,1096,0,0
62655,F,0~9,Loyal,P,Eco,1744,4,22
8685,F,30~39,Loyal,B,Business,3939,0,0
9035,M,60+,Loyal,B,Eco,173,49,49
94549,M,20~29,disloyal,B,Business,239,106,105
73628,M,50~59,Loyal,B,Business,2800,8,5
94981,F,50~59,Loyal,B,Eco,189,0,0
104944,M,60+,Loyal,P,Eco,1180,12,3
102555,F,20~29,Loyal,P,Eco,258,13,7
55256,F,10~19,Loyal,P,Eco,1009,0,0
29034,F,20~29,disloyal,B,Eco,578,0,0
90776,F,40~49,Loyal,B,Business,3994,2,17
74020,F,50~59,Loyal,B,Business,1471,59,60
35078,F,10~19,Loyal,P,Business,1097,18,11
63847,M,30~39,Loyal,B,Business,1172,15,11
24884,M,50~59,Loyal,B,Business,1842,0,1
33332,F,20~29,Loyal,B,Business,2556,10,0
91219,F,10~19,Loyal,P,Eco,594,0,0
13111,F,50~59,Loyal,B,Eco,595,9,5
56016,F,20~29,Loyal,B,Business,2586,0,0
13330,F,40~49,disloyal,B,Business,748,0,0
18345,F,30~39,Loyal,P,Eco,563,10,0
38922,M,50~59,Loyal,B,Eco,410,125,132
15795,M,30~39,disloyal,B,Business,282,0,0
29346,F,60+,Loyal,P,"Eco Plus",569,0,0
38998,F,20~29,disloyal,B,Eco,230,0,3
57819,F,40~49,Loyal,B,Business,622,1,0
123766,F,20~29,disloyal,B,Business,603,0,32
125487,F,30~39,Loyal,B,"Eco Plus",2917,0,0
105177,F,50~59,Loyal,P,Eco,289,18,0
105294,M,50~59,Loyal,B,Business,1787,6,40
58337,F,60+,Loyal,B,Business,2113,0,0
32240,F,50~59,Loyal,B,Business,2012,12,17
106854,F,20~29,Loyal,B,Business,577,0,0
3441,F,60+,Loyal,P,Eco,315,15,2
53995,F,20~29,Loyal,B,Eco,325,31,8
99741,F,30~39,Loyal,B,Business,361,43,43
70844,F,20~29,disloyal,B,Eco,761,0,20
3009,F,40~49,Loyal,B,Business,2989,0,0
29920,F,50~59,Loyal,B,Eco,548,24,27
108899,M,40~49,Loyal,B,Eco,1183,0,0
124435,F,30~39,Loyal,P,Eco,1044,0,0
108956,F,50~59,Loyal,B,Business,2920,0,0
25108,F,30~39,Loyal,P,Business,946,13,4
80199,M,20~29,Loyal,P,Eco,2475,0,0
52429,F,10~19,Loyal,P,Eco,370,0,0
100811,F,20~29,disloyal,B,Eco,1167,0,0
6334,M,30~39,disloyal,B,Business,296,0,0
330,M,40~49,Loyal,B,Business,3293,0,5
122263,F,10~19,Loyal,P,Eco,544,3,7
104404,M,20~29,disloyal,B,Business,1041,0,0
104679,M,30~39,disloyal,B,"Eco Plus",641,0,0
64008,F,10~19,Loyal,P,Eco,612,0,0
76639,F,0~9,Loyal,P,Eco,481,2,0
55302,M,30~39,disloyal,B,Business,1475,9,0
36304,M,20~29,disloyal,B,Eco,187,0,0
32398,F,20~29,disloyal,B,Eco,216,0,0
57298,M,40~49,Loyal,B,Business,3150,0,0
50626,F,40~49,Loyal,P,Eco,109,0,0
100817,F,30~39,Loyal,B,Business,711,24,25
40963,M,40~49,Loyal,B,Eco,601,0,0
91290,F,60+,Loyal,B,Business,404,0,0
44150,F,50~59,Loyal,B,"Eco Plus",120,1,4
119457,F,20~29,Loyal,P,Business,899,9,0
126848,F,20~29,Loyal,B,Business,2125,6,0
112405,F,40~49,Loyal,B,Business,2239,22,22
30023,M,30~39,disloyal,B,Eco,725,21,21
21429,M,20~29,disloyal,B,Eco,377,44,38
128256,F,30~39,disloyal,B,Business,651,0,0
75817,F,20~29,Loyal,P,"Eco Plus",868,24,17
13860,F,30~39,Loyal,P,Business,667,4,25
13092,M,40~49,disloyal,B,Eco,427,0,12
79928,M,50~59,Loyal,B,Business,1562,17,2
128234,M,30~39,Loyal,P,Eco,602,0,0
94551,F,50~59,Loyal,B,Business,2880,11,9
16388,F,40~49,Loyal,B,Eco,404,34,24
59230,M,40~49,Loyal,B,Business,649,0,0
85028,F,20~29,Loyal,P,Eco,1590,14,24
5910,F,20~29,disloyal,B,Eco,173,3,5
61392,F,20~29,disloyal,B,Eco,679,0,0
114839,F,50~59,Loyal,B,Business,480,8,1
70424,F,50~59,Loyal,B,Business,187,0,8
92250,M,20~29,disloyal,B,Eco,700,51,38
56104,F,20~29,disloyal,B,Eco,2402,0,0
16436,F,30~39,Loyal,B,Eco,416,0,0
18834,M,20~29,Loyal,B,Business,551,0,0
83778,M,50~59,Loyal,B,Business,2848,8,6
89626,M,30~39,Loyal,B,Business,3418,320,320
82578,F,50~59,Loyal,B,Business,528,3,0
7123,M,10~19,Loyal,P,"Eco Plus",157,62,110
40199,F,20~29,Loyal,B,Business,347,0,0
10673,M,40~49,Loyal,B,Business,2688,99,107
115509,F,60+,Loyal,B,Business,342,5,2
16981,M,30~39,Loyal,B,Business,610,3,4
27083,F,40~49,Loyal,B,Eco,2496,3,0
53370,F,40~49,disloyal,B,Eco,1452,2,30
120044,M,30~39,Loyal,B,Eco,168,0,0
59201,F,20~29,disloyal,B,Eco,1044,0,4
85763,M,40~49,Loyal,B,Business,666,0,0
92927,M,40~49,disloyal,B,Eco,134,69,66
22028,M,40~49,Loyal,B,"Eco Plus",500,0,5
66251,F,30~39,Loyal,P,Eco,460,0,5
48657,F,40~49,Loyal,B,Business,326,0,0
66691,F,40~49,Loyal,B,Business,802,1,0
83074,F,40~49,Loyal,B,Eco,1127,0,0
35510,F,0~9,Loyal,P,Eco,972,0,10
1170,F,50~59,Loyal,P,Eco,282,14,16
66819,M,60+,Loyal,B,Business,731,43,61
126983,M,50~59,Loyal,B,Business,1623,0,0
90697,M,30~39,Loyal,B,Business,1867,0,0
42182,M,20~29,Loyal,B,Eco,550,0,0
62918,F,50~59,Loyal,B,Business,1586,0,0
33792,M,40~49,Loyal,B,"Eco Plus",588,14,11
61621,M,20~29,Loyal,B,Business,1504,0,0
81570,M,50~59,Loyal,P,Eco,936,0,3
73912,M,50~59,Loyal,B,Business,2342,44,21
114177,M,40~49,Loyal,B,Business,3289,0,0
98735,F,10~19,disloyal,B,Eco,1290,4,46
120232,F,10~19,Loyal,P,Eco,1303,0,0
76983,M,40~49,Loyal,B,Business,2613,14,18
37138,F,20~29,Loyal,B,Eco,1046,76,67
51499,F,50~59,Loyal,P,Business,598,82,77
39678,M,60+,Loyal,B,Business,3321,19,48
48416,F,10~19,Loyal,P,Business,819,37,50
76045,M,20~29,Loyal,P,Business,669,0,0
114466,F,40~49,Loyal,B,Business,371,8,7
4874,M,20~29,Loyal,P,Eco,408,0,12
104300,M,10~19,Loyal,P,Eco,440,2,14
111296,M,20~29,Loyal,B,Business,2297,12,8
3289,F,20~29,Loyal,P,Eco,483,40,40
51432,M,50~59,Loyal,P,"Eco Plus",363,3,0
84172,F,20~29,disloyal,B,Eco,231,0,0
75830,M,40~49,Loyal,B,Business,1437,0,0
31742,M,50~59,Loyal,B,"Eco Plus",853,2,2
91127,M,10~19,Loyal,P,Eco,366,0,0
92404,M,30~39,disloyal,B,Business,1947,0,9
101345,M,40~49,Loyal,B,Business,526,7,0
70849,M,10~19,Loyal,B,Business,3262,77,70
108827,M,50~59,Loyal,B,Business,2647,0,0
34387,M,20~29,disloyal,B,Eco,612,0,0
86872,M,20~29,disloyal,B,Business,484,0,0
60252,M,40~49,Loyal,P,Eco,1546,0,0
71609,M,20~29,Loyal,B,Eco,1012,0,3
50712,M,60+,Loyal,P,Eco,209,0,3
45531,F,40~49,Loyal,B,Business,566,0,10
85971,M,50~59,Loyal,B,Business,3824,3,7
37267,F,20~29,Loyal,B,Eco,1056,0,0
77325,F,20~29,disloyal,B,Business,532,0,0
120146,F,20~29,Loyal,P,Eco,1475,0,0
62082,M,50~59,Loyal,B,"Eco Plus",2475,0,0
41977,F,30~39,Loyal,P,Eco,575,0,0
6962,F,40~49,disloyal,B,Business,436,7,0
69520,F,50~59,Loyal,B,Business,2475,0,35
25207,M,10~19,disloyal,B,Eco,787,106,107
35662,F,20~29,Loyal,B,Business,2475,14,82
30028,F,50~59,Loyal,B,Eco,399,84,84
111389,M,20~29,Loyal,P,Eco,1173,0,0
14452,F,20~29,disloyal,B,Eco,761,0,0
60008,F,40~49,Loyal,P,Eco,937,0,0
58385,M,50~59,Loyal,B,Business,1833,2,0
1064,F,30~39,Loyal,P,Eco,354,200,201
539,F,40~49,Loyal,B,Business,3437,58,53
108488,M,50~59,Loyal,B,Eco,570,0,0
91318,F,20~29,disloyal,B,Business,545,5,17
59798,M,20~29,Loyal,B,Business,1065,134,133
98409,M,20~29,Loyal,P,Eco,675,0,0
128849,F,10~19,Loyal,P,Eco,2586,248,271
46113,M,10~19,Loyal,P,Eco,1085,0,2
101976,M,30~39,Loyal,P,Eco,628,20,14
91860,M,50~59,Loyal,P,Business,1995,0,0
21,F,10~19,Loyal,P,Eco,853,12,1
106477,F,40~49,Loyal,B,Business,1624,9,0
12456,M,10~19,disloyal,P,Eco,253,0,0
76178,F,30~39,Loyal,B,Business,2422,0,0
34421,M,10~19,Loyal,B,"Eco Plus",612,0,12
73046,M,40~49,Loyal,P,Eco,1096,0,0
12099,M,20~29,disloyal,B,Eco,1034,64,47
55761,M,40~49,Loyal,B,Business,224,0,0
54071,F,50~59,Loyal,B,Business,1416,0,0
121345,F,30~39,Loyal,B,Business,430,3,2
37791,M,40~49,Loyal,B,"Eco Plus",1074,0,0
7938,M,20~29,disloyal,B,Business,594,0,0
70504,M,50~59,Loyal,P,Eco,867,2,0
63445,M,30~39,Loyal,P,Eco,447,42,27
41220,M,30~39,Loyal,P,"Eco Plus",1091,0,2
127822,F,40~49,Loyal,P,Eco,1262,0,0
59665,F,40~49,Loyal,P,Eco,854,0,0
127283,M,0~9,Loyal,P,Eco,1107,0,0
44470,M,20~29,Loyal,P,Eco,196,18,13
24788,F,50~59,Loyal,P,Eco,528,0,0
39983,F,0~9,Loyal,P,Eco,1262,0,0
9287,F,0~9,Loyal,P,Eco,1190,0,0
103092,F,50~59,Loyal,P,Eco,687,0,0
33812,M,50~59,Loyal,B,Business,1428,0,0
53551,F,40~49,disloyal,B,Eco,960,32,2
650,M,50~59,Loyal,B,Business,3593,0,0
62855,F,40~49,disloyal,B,Business,2446,2,0
49623,F,30~39,Loyal,B,Business,89,0,0
36792,F,20~29,Loyal,P,Eco,2611,53,71
72954,M,20~29,Loyal,B,Business,2136,23,96
46059,M,50~59,Loyal,P,Eco,996,8,31
96251,M,10~19,Loyal,P,Eco,546,37,37
125905,M,20~29,Loyal,P,Eco,861,158,152
59768,F,30~39,Loyal,B,Business,1987,1,0
7936,F,40~49,Loyal,B,Business,3555,0,1
22735,F,40~49,Loyal,B,Eco,147,0,0
117739,M,60+,Loyal,B,Business,3123,3,0
109989,M,20~29,disloyal,B,Business,1165,79,63
123755,F,30~39,Loyal,B,Business,3394,0,9
117144,M,60+,Loyal,P,Eco,304,4,0
69121,F,30~39,Loyal,B,Business,1598,0,0
25641,F,30~39,Loyal,P,Eco,526,8,9
28277,M,50~59,Loyal,B,Business,902,57,30
36908,F,50~59,Loyal,P,Eco,2072,0,0
61384,F,10~19,Loyal,B,Business,3496,0,0
46209,M,20~29,Loyal,P,Business,679,46,58
72329,F,50~59,Loyal,B,Business,3305,11,41
12,F,20~29,disloyal,B,Business,421,20,21
23742,M,40~49,Loyal,B,"Eco Plus",639,14,8
48439,F,30~39,Loyal,B,Business,1857,0,0
97595,M,50~59,Loyal,B,Business,442,0,0
77841,M,20~29,Loyal,B,Business,1579,240,280
49646,F,50~59,Loyal,B,Business,1663,4,11
61436,M,40~49,Loyal,B,Business,2288,4,0
90918,M,40~49,disloyal,B,Eco,406,0,0
77930,F,50~59,Loyal,B,Business,2533,11,23
61519,F,0~9,Loyal,P,Eco,2288,0,0
14125,M,40~49,Loyal,B,Business,528,0,10
88548,M,20~29,Loyal,P,Eco,515,0,10
21217,M,20~29,disloyal,B,Eco,153,0,0
123771,F,30~39,disloyal,B,Business,544,0,27
100496,M,60+,Loyal,B,Eco,759,29,15
62932,M,50~59,Loyal,B,Business,2565,9,7
62892,M,20~29,disloyal,B,Business,776,51,42
28306,F,20~29,Loyal,B,Business,867,0,0
107327,M,20~29,disloyal,B,Business,632,154,141
67224,F,60+,Loyal,P,Eco,1119,40,31
24722,M,30~39,Loyal,B,Business,3464,0,0
35340,F,50~59,Loyal,B,Business,1074,0,3
19399,M,40~49,Loyal,B,Eco,261,0,0
27245,M,30~39,Loyal,B,"Eco Plus",1024,0,0
2354,F,30~39,Loyal,B,Business,925,0,0
70541,M,40~49,Loyal,B,Business,1258,27,26
60829,F,50~59,Loyal,B,Business,680,0,0
22449,F,60+,Loyal,P,Eco,238,0,0
38069,M,50~59,Loyal,B,Business,1237,13,0
102722,M,10~19,Loyal,P,Eco,255,0,0
113978,M,20~29,Loyal,B,Business,1750,1,2
54658,F,20~29,disloyal,B,Eco,854,6,0
91396,M,20~29,Loyal,B,Eco,2342,0,5
67987,M,60+,Loyal,B,"Eco Plus",771,0,0
82630,M,30~39,Loyal,P,Eco,528,0,0
118251,F,50~59,Loyal,B,Eco,1788,0,6
35003,M,0~9,Loyal,P,Eco,1182,0,0
13088,F,20~29,Loyal,B,Business,2930,10,0
118791,F,40~49,Loyal,P,Eco,325,9,8
43890,M,30~39,Loyal,B,Eco,144,0,10
86086,F,20~29,disloyal,B,Eco,164,0,0
124485,M,40~49,Loyal,B,Business,3847,0,0
111586,M,10~19,Loyal,P,Eco,883,0,0
51688,F,40~49,Loyal,B,Business,3305,0,0
39237,M,50~59,Loyal,B,Business,67,10,12
118130,M,50~59,Loyal,B,Business,1488,21,2
58786,F,20~29,Loyal,B,Eco,1012,156,157
77373,M,20~29,Loyal,B,Business,1755,10,13
114841,M,50~59,Loyal,B,Business,446,76,74
111427,M,20~29,Loyal,P,Eco,896,0,0
15563,M,20~29,disloyal,B,Eco,296,0,0
68125,M,30~39,Loyal,P,Eco,813,0,1
107010,M,40~49,Loyal,B,Business,2456,37,48
122336,M,20~29,Loyal,P,"Eco Plus",544,0,0
58891,M,30~39,Loyal,B,Business,3549,6,0
20484,M,40~49,disloyal,B,Eco,139,0,0
60960,F,50~59,Loyal,B,Business,2163,0,0
91237,M,40~49,Loyal,P,Eco,250,11,26
81234,M,60+,Loyal,P,Eco,449,0,0
45960,M,10~19,Loyal,P,"Eco Plus",913,0,0
103344,M,40~49,Loyal,P,Eco,1139,0,0
31490,F,40~49,Loyal,B,Business,853,5,7
6088,F,40~49,disloyal,B,Business,691,37,65
11751,F,30~39,Loyal,B,Business,1932,27,27
108196,F,50~59,Loyal,B,"Eco Plus",766,13,7
31280,F,20~29,disloyal,B,Eco,133,0,0
118980,F,30~39,Loyal,P,"Eco Plus",570,14,15
117968,F,20~29,Loyal,P,Eco,365,2,0
1789,M,50~59,Loyal,B,Eco,500,16,13
77556,M,40~49,Loyal,P,Eco,986,16,5
52636,M,30~39,disloyal,B,Eco,160,0,0
117093,M,50~59,Loyal,B,Business,2201,0,1
117155,F,50~59,Loyal,P,Eco,304,3,0
12142,M,30~39,Loyal,B,Business,2028,43,15
49591,M,30~39,Loyal,B,Business,2734,0,4
38417,F,30~39,Loyal,B,Business,2532,0,0
73472,F,10~19,Loyal,P,Eco,1012,0,5
72874,M,50~59,Loyal,B,Business,3596,1,2
98898,F,50~59,Loyal,B,Business,169,169,153
3951,M,20~29,Loyal,B,Business,1648,0,0
34060,F,40~49,Loyal,B,Business,1674,0,0
62554,M,30~39,Loyal,B,Business,1846,2,0
33445,F,50~59,Loyal,P,Eco,2349,0,26
72538,M,30~39,Loyal,B,Business,985,0,0
43661,F,20~29,Loyal,B,Business,695,0,17
34347,M,50~59,Loyal,B,Eco,541,0,0
75026,F,30~39,Loyal,B,Business,3540,23,30
62132,M,20~29,Loyal,B,Business,2434,4,0
57843,F,30~39,Loyal,P,Eco,1491,8,0
91779,M,40~49,Loyal,P,Eco,626,0,0
79756,F,40~49,Loyal,B,Business,1076,8,57
28560,M,40~49,disloyal,B,Business,2640,23,0
96755,F,40~49,Loyal,B,Business,957,13,2
2833,M,40~49,Loyal,B,Business,3159,0,5
70885,M,50~59,disloyal,B,Business,1721,29,31
112859,M,40~49,Loyal,B,Business,1523,0,0
5335,M,40~49,Loyal,B,Business,2749,0,0
21027,M,40~49,disloyal,B,Eco,152,138,130
100354,F,10~19,Loyal,P,Eco,1034,0,0
80311,M,30~39,disloyal,B,Eco,746,1,18
90904,M,40~49,Loyal,B,Eco,545,0,0
65590,F,40~49,Loyal,B,Business,175,98,140
95678,M,40~49,disloyal,B,Business,237,5,8
123479,F,40~49,Loyal,B,Business,2125,0,0
40730,M,20~29,Loyal,B,Eco,590,0,0
127220,F,50~59,Loyal,P,"Eco Plus",621,0,0
44391,F,30~39,Loyal,B,Business,3950,0,0
61361,M,40~49,Loyal,B,Business,2405,4,11
40552,F,40~49,Loyal,B,Business,517,29,12
14634,F,30~39,Loyal,B,Business,363,84,112
19067,F,40~49,Loyal,B,Eco,642,71,61
71359,F,30~39,disloyal,B,Business,258,8,6
99524,F,20~29,Loyal,B,Business,528,0,18
3059,M,20~29,Loyal,P,Eco,340,0,0
111501,M,40~49,disloyal,B,Business,391,1,0
18671,F,40~49,Loyal,P,Eco,262,0,0
78545,F,40~49,Loyal,P,Eco,666,22,22
25276,M,20~29,Loyal,P,Eco,425,0,0
60402,F,40~49,Loyal,P,Eco,1476,31,26
73665,M,20~29,disloyal,B,Business,192,0,0
21344,F,60+,Loyal,B,Business,674,0,0
60919,M,30~39,disloyal,B,Business,888,7,1
91059,F,20~29,Loyal,P,Eco,581,2,0
96864,F,30~39,Loyal,B,Eco,381,0,0
127503,F,20~29,Loyal,P,Eco,2075,5,0
26145,M,40~49,Loyal,B,Eco,581,14,4
43419,M,40~49,Loyal,B,"Eco Plus",531,0,0
57784,M,60+,Loyal,P,Eco,2611,0,43
67645,M,20~29,disloyal,B,Eco,1188,0,0
11474,F,30~39,Loyal,B,"Eco Plus",201,2,0
42692,F,60+,Loyal,P,Eco,627,0,0
76324,M,0~9,Loyal,P,Eco,2182,0,0
25512,M,40~49,Loyal,B,Business,2049,2,0
51228,F,50~59,Loyal,B,"Eco Plus",156,5,25
78196,M,50~59,Loyal,B,Business,3761,0,0
98214,F,50~59,Loyal,B,Business,3135,0,0
30534,M,30~39,Loyal,P,Eco,683,0,0
88995,F,60+,Loyal,B,"Eco Plus",1199,0,0
74289,F,20~29,Loyal,B,Eco,2288,0,0
2140,F,60+,Loyal,P,Eco,431,0,0
29579,M,20~29,Loyal,B,Business,1448,0,0
52900,F,40~49,Loyal,B,"Eco Plus",1024,0,0
105595,F,40~49,Loyal,B,Business,2556,4,7
102424,M,40~49,Loyal,P,Eco,386,0,0
71057,F,30~39,Loyal,B,Eco,402,73,87
72847,F,60+,Loyal,P,"Eco Plus",1013,0,0
8411,F,40~49,Loyal,B,Business,862,0,44
57972,M,40~49,Loyal,B,Business,420,0,0
108908,F,30~39,Loyal,B,Eco,1183,49,58
41161,F,50~59,Loyal,P,Eco,667,0,0
57722,F,20~29,Loyal,B,Business,1754,0,0
62595,F,30~39,Loyal,B,Eco,244,0,1
84728,F,40~49,Loyal,B,Business,547,0,0
64988,F,50~59,Loyal,B,Business,3083,0,0
2340,F,50~59,Loyal,B,Business,2721,15,68
23140,M,20~29,disloyal,B,Eco,223,0,0
11812,M,40~49,Loyal,B,Business,1949,0,0
78591,M,30~39,Loyal,B,Business,2894,8,5
13828,F,40~49,Loyal,B,Eco,594,89,77
24726,M,50~59,Loyal,P,Eco,406,0,18
98367,M,0~9,Loyal,P,Eco,1046,65,65
61652,M,30~39,Loyal,B,Business,1379,0,0
119738,M,40~49,Loyal,P,Eco,1303,0,0
53942,M,40~49,Loyal,P,Eco,2007,17,9
103749,F,50~59,Loyal,B,Business,2960,0,6
114407,F,30~39,Loyal,B,Business,3081,15,8
8237,M,60+,Loyal,P,Eco,530,0,0
30578,M,40~49,Loyal,B,Business,628,51,43
94452,M,40~49,Loyal,B,Business,239,3,0
25267,M,40~49,Loyal,B,Eco,425,0,0
103225,F,10~19,Loyal,P,Eco,462,22,24
73407,M,40~49,disloyal,B,Eco,720,0,7
107214,F,30~39,disloyal,B,"Eco Plus",402,0,0
61424,M,40~49,Loyal,B,Business,2253,0,0
13325,F,50~59,Loyal,P,Business,748,0,0
69649,F,50~59,Loyal,B,Eco,569,249,257
43125,M,20~29,Loyal,B,"Eco Plus",236,3,0
95804,M,50~59,disloyal,B,Business,1050,0,0
10122,F,30~39,Loyal,B,Business,1983,28,24
11824,F,10~19,disloyal,B,Eco,986,0,0
87064,M,20~29,Loyal,B,Business,3816,13,2
76587,M,20~29,disloyal,B,Business,516,0,0
118917,F,40~49,Loyal,P,Eco,587,13,24
109592,F,40~49,Loyal,B,Business,951,63,51
119763,M,60+,Loyal,P,"Eco Plus",1430,4,26
109503,M,40~49,Loyal,B,Business,861,13,15
124613,M,40~49,Loyal,B,Business,1671,0,0
68055,M,20~29,disloyal,B,Business,868,0,0
113074,M,40~49,Loyal,B,Business,2858,0,4
74417,F,20~29,disloyal,B,Eco,1242,0,0
109918,M,60+,Loyal,P,Eco,1033,1,0
50853,F,30~39,Loyal,P,Eco,250,21,11
38947,M,60+,Loyal,B,"Eco Plus",320,0,14
49701,M,30~39,Loyal,B,Business,1538,0,2
26725,F,30~39,Loyal,B,"Eco Plus",515,0,3
27417,M,50~59,Loyal,B,Business,3898,2,0
108655,M,20~29,Loyal,B,Business,1747,11,14
66801,M,30~39,Loyal,B,Business,2165,66,68
64962,F,50~59,Loyal,B,Business,247,24,15
33271,M,30~39,Loyal,P,"Eco Plus",101,0,0
110467,M,50~59,Loyal,P,Eco,883,55,28
84029,F,60+,Loyal,P,"Eco Plus",321,3,0
96885,M,40~49,Loyal,P,Eco,928,14,17
82038,F,30~39,Loyal,P,Eco,1454,0,0
80923,F,50~59,Loyal,B,Business,341,0,0
61998,M,40~49,Loyal,B,Business,2475,0,0
17930,F,40~49,Loyal,B,"Eco Plus",789,0,0
108302,M,20~29,disloyal,B,Business,1434,17,20
61899,F,40~49,Loyal,P,Business,550,0,0
3895,F,50~59,Loyal,B,Business,213,0,0
111147,F,40~49,Loyal,B,Eco,780,28,5
99960,F,50~59,Loyal,B,Business,888,17,0
24647,F,20~29,Loyal,B,"Eco Plus",666,0,0
43033,F,30~39,Loyal,B,Eco,192,0,0
115339,F,60+,Loyal,B,Eco,308,0,6
78334,F,30~39,disloyal,B,Business,1547,9,3
1580,F,60+,Loyal,B,Business,2659,0,0
111232,M,10~19,Loyal,P,Eco,1546,19,28
65990,M,20~29,Loyal,B,"Eco Plus",1372,0,0
38728,M,10~19,Loyal,P,Business,354,0,0
57813,F,60+,disloyal,P,Business,622,13,24
126895,M,50~59,Loyal,B,Business,2296,145,117
90338,M,30~39,Loyal,B,Business,3260,0,0
123194,F,60+,Loyal,P,Eco,600,2,9
42933,M,40~49,Loyal,B,Business,259,13,3
31227,F,10~19,Loyal,P,"Eco Plus",628,46,56
4539,M,20~29,disloyal,B,Business,719,0,0
52270,M,30~39,Loyal,B,Eco,509,0,2
49454,F,60+,Loyal,B,Business,3472,0,6
62870,M,50~59,Loyal,B,Eco,2218,4,0
5039,M,50~59,Loyal,B,Business,235,0,13
70170,M,20~29,Loyal,P,"Eco Plus",460,19,8
32932,M,60+,Loyal,P,Eco,216,4,8
100657,M,30~39,Loyal,B,Business,2489,0,0
67341,M,30~39,Loyal,B,Eco,1071,0,0
123925,M,50~59,Loyal,P,Eco,541,0,0
98107,F,20~29,disloyal,B,Eco,472,76,70
80178,M,30~39,Loyal,P,Eco,2475,0,0
82104,M,10~19,Loyal,P,Eco,1276,0,0
51107,F,10~19,Loyal,P,Eco,250,0,0
113997,M,30~39,Loyal,B,Eco,228,0,0
22265,M,30~39,Loyal,B,Business,83,0,0
61180,F,30~39,Loyal,B,Business,853,0,0
4172,M,60+,Loyal,P,Eco,427,20,22
110314,M,30~39,Loyal,B,Business,2041,0,1
116157,M,20~29,Loyal,P,Eco,371,42,34
21331,F,20~29,Loyal,B,Business,674,9,4
10810,F,30~39,disloyal,B,Business,429,0,0
21369,M,20~29,disloyal,B,Eco,554,0,0
108663,M,20~29,Loyal,B,"Eco Plus",1747,0,0
7444,F,30~39,Loyal,P,Eco,522,0,0
84330,F,30~39,Loyal,B,Business,606,1,0
87354,F,40~49,Loyal,B,Business,425,94,89
7019,M,20~29,Loyal,P,Eco,299,91,92
55390,F,30~39,Loyal,P,Eco,413,0,0
23836,M,30~39,Loyal,B,Business,705,0,0
63999,F,10~19,Loyal,B,Business,1575,10,0
118676,F,40~49,Loyal,B,Business,3703,37,42
73603,M,20~29,disloyal,B,Eco,204,0,0
72150,M,10~19,Loyal,P,Eco,731,85,78
128098,F,40~49,Loyal,P,Eco,2917,3,11
47834,F,30~39,Loyal,B,Eco,550,0,0
48267,M,20~29,disloyal,B,Eco,192,0,0
62671,M,30~39,Loyal,B,Business,1846,8,2
21488,M,50~59,disloyal,B,Eco,331,0,0
47608,M,40~49,Loyal,B,Business,1428,4,0
106324,F,40~49,Loyal,B,Business,3028,0,0
48307,F,60+,Loyal,B,Business,2614,27,17
59585,M,40~49,Loyal,B,Eco,787,11,0
85392,M,30~39,disloyal,B,Business,214,1,0
86749,F,40~49,Loyal,B,Business,821,0,0
68839,M,40~49,Loyal,B,Business,3848,0,0
81020,M,60+,Loyal,B,Business,3734,0,0
22387,M,20~29,disloyal,B,Eco,83,27,21
115593,F,50~59,disloyal,B,Eco,417,35,58
108180,M,50~59,Loyal,P,Eco,1105,8,3
